0, 307.000000, 832.000000, 7066.000000, 826.000000, 826.000000, 7066.000000, 826.000000, 5638.000000, 0.000000
1, 505.000000, 3980.000000, 2650.000000, 3747.000000, 2056.000000, 3473.000000, 2696.000000, 4478.000000, 0.000000
2, 764.000000, 2297.000000, 6404.000000, 876.000000, 2205.000000, 5770.000000, 1450.000000, 4078.000000, 0.000000
3, 720.000000, 2183.000000, 3205.000000, 2404.000000, 2660.000000, 5064.000000, 2500.000000, 5064.000000, 0.000000
4, 800.000000, 2396.000000, 6318.000000, 1846.000000, 1240.000000, 6520.000000, 1298.000000, 3462.000000, 0.000000
5, 689.000000, 974.000000, 3349.000000, 2847.000000, 2746.000000, 4857.000000, 2378.000000, 5929.000000, 0.000000
6, 648.000000, 2710.000000, 5164.000000, 3027.000000, 1104.000000, 2706.000000, 2350.000000, 6019.000000, 0.000000
7, 748.000000, 2532.000000, 2345.000000, 2098.000000, 1172.000000, 9164.000000, 1604.000000, 4165.000000, 0.000000
8, 724.000000, 1661.000000, 4813.000000, 2327.000000, 2869.000000, 4207.000000, 2167.000000, 5036.000000, 0.000000
9, 712.000000, 2434.000000, 2463.000000, 2690.000000, 2463.000000, 6418.000000, 2236.000000, 4376.000000, 0.000000
10, 635.000000, 3348.000000, 4107.000000, 3234.000000, 2253.000000, 5015.000000, 2398.000000, 2725.000000, 0.000000
11, 677.000000, 1163.000000, 2181.000000, 2965.000000, 2113.000000, 6988.000000, 3068.000000, 4602.000000, 0.000000
12, 705.000000, 2229.000000, 7627.000000, 2684.000000, 2684.000000, 4092.000000, 1047.000000, 2717.000000, 0.000000
13, 814.000000, 2073.000000, 3033.000000, 1928.000000, 2268.000000, 7201.000000, 2523.000000, 4054.000000, 0.000000
14, 711.000000, 2308.000000, 4901.000000, 2661.000000, 2759.000000, 3668.000000, 1395.000000, 5388.000000, 0.000000
15, 717.000000, 2675.000000, 2446.000000, 1931.000000, 1770.000000, 8626.000000, 1995.000000, 3637.000000, 0.000000
16, 720.000000, 2439.000000, 4423.000000, 2436.000000, 2436.000000, 3814.000000, 2211.000000, 5321.000000, 0.000000
17, 717.000000, 2417.000000, 2253.000000, 2800.000000, 2124.000000, 7049.000000, 2575.000000, 3862.000000, 0.000000
18, 661.000000, 2970.000000, 6669.000000, 3037.000000, 2723.000000, 3736.000000, 1571.000000, 2374.000000, 0.000000
19, 761.000000, 1946.000000, 2850.000000, 2486.000000, 2001.000000, 6429.000000, 2577.000000, 4791.000000, 0.000000
20, 682.000000, 3049.000000, 4467.000000, 1319.000000, 2233.000000, 4467.000000, 2571.000000, 4974.000000, 0.000000
