0, 7, 154, 13, 48, 84, 34, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 46, 45, 114, 33, 53, 62, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 51, 143, 26, 34, 73, 30, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 32, 49, 53, 77, 52, 73, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, 102, 98, 29, 24, 79, 36, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 24, 66, 38, 88, 89, 50, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, 37, 99, 54, 62, 27, 61, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, 67, 62, 43, 14, 129, 42, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8, 34, 124, 35, 48, 56, 46, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, 27, 72, 33, 56, 79, 49, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10, 88, 101, 37, 51, 55, 25, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11, 35, 41, 41, 32, 82, 92, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, 43, 167, 53, 41, 42, 14, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13, 46, 66, 34, 36, 97, 79, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14, 34, 90, 60, 66, 38, 43, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15, 45, 66, 36, 34, 140, 43, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 44, 117, 33, 52, 51, 37, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17, 33, 52, 37, 36, 88, 73, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 58, 143, 42, 53, 50, 22, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19, 24, 70, 79, 48, 81, 45, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, 55, 64, 46, 56, 45, 64, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21, 39, 125, 65, 31, 84, 25, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22, 34, 60, 37, 74, 58, 53, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23, 106, 81, 31, 31, 75, 51, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24, 40, 65, 39, 66, 99, 44, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25, 54, 114, 62, 29, 37, 50, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26, 30, 45, 48, 59, 89, 76, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
27, 58, 156, 37, 40, 44, 19, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28, 38, 68, 37, 30, 97, 74, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
29, 73, 86, 39, 59, 52, 36, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30, 28, 60, 95, 37, 82, 50, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
31, 56, 108, 14, 44, 58, 50, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
32, 48, 68, 56, 44, 86, 58, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33, 40, 106, 36, 49, 51, 54, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34, 71, 69, 35, 34, 97, 39, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35, 28, 106, 48, 43, 52, 44, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
36, 43, 56, 97, 61, 72, 47, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
37, 53, 108, 17, 47, 68, 36, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
38, 50, 63, 57, 63, 74, 47, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
39, 54, 101, 32, 49, 58, 44, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40, 42, 40, 34, 46, 84, 63, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
41, 31, 157, 77, 45, 50, 24, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
42, 44, 69, 28, 31, 88, 70, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
43, 23, 119, 86, 50, 54, 22, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
44, 76, 74, 21, 40, 81, 45, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
45, 28, 86, 70, 90, 51, 35, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
46, 60, 59, 28, 9, 97, 66, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47, 51, 129, 40, 72, 38, 34, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
48, 59, 54, 52, 37, 112, 35, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
49, 36, 141, 40, 50, 46, 38, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50, 40, 65, 61, 26, 80, 70, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
51, 36, 93, 73, 64, 62, 27, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
52, 64, 53, 26, 28, 81, 83, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
53, 39, 154, 43, 46, 47, 23, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
54, 55, 66, 42, 36, 85, 64, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55, 50, 83, 37, 80, 50, 51, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56, 69, 68, 55, 34, 91, 29, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57, 31, 115, 39, 64, 41, 50, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58, 53, 70, 52, 26, 96, 61, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59, 45, 86, 60, 48, 47, 49, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 79, 63, 28, 47, 91, 50, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
61, 24, 108, 47, 35, 55, 61, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
62, 76, 73, 43, 47, 87, 39, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
63, 33, 78, 45, 58, 53, 70, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64, 65, 58, 71, 33, 82, 48, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
65, 23, 144, 24, 53, 63, 27, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
66, 62, 94, 45, 31, 69, 51, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
67, 24, 28, 44, 68, 123, 67, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
68, 51, 170, 37, 24, 36, 21, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69, 43, 78, 34, 37, 100, 70, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
70, 62, 64, 40, 88, 66, 41, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
71, 36, 111, 52, 20, 65, 46, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
72, 54, 68, 42, 48, 78, 63, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
73, 38, 103, 37, 64, 52, 48, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
74, 55, 40, 75, 28, 94, 70, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
75, 39, 156, 19, 52, 43, 24, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
76, 51, 63, 46, 28, 93, 83, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
