sw_factor,vh_factor,tier,pms_over,pms_under,pms_unused,pms_used,pms_over_degree,min_cut
0.0,0.0,0,0,6,0,6,0,3280
0.0,0.01,0,0,6,0,6,0,2940
0.0,0.02,0,0,6,0,6,0,2890
0.0,0.03,0,0,6,0,6,0,2900
0.0,0.04,0,0,6,0,6,0,3410
0.0,0.05,0,0,6,0,6,0,2990
0.0,0.06,0,0,6,0,6,0,2980
0.0,0.07,0,0,6,0,6,0,3060
0.0,0.08,0,0,6,0,6,0,3350
0.0,0.09,0,0,6,0,6,0,3140
0.0,0.1,0,0,6,0,6,0,3000
0.0,0.11,0,0,6,0,6,0,3340
0.0,0.12,0,0,6,0,6,0,2850
0.0,0.13,0,0,6,0,6,0,2980
0.0,0.14,0,0,6,0,6,0,3250
0.0,0.15,0,0,6,0,6,0,3240
0.0,0.16,0,0,6,0,6,0,3150
0.0,0.17,0,0,6,0,6,0,3020
0.0,0.18,0,0,6,0,6,0,3000
0.0,0.19,0,0,6,0,6,0,2980
0.0,0.2,0,0,6,0,6,0,2520
0.0,0.21,0,0,6,0,6,0,2670
0.0,0.22,0,0,6,0,6,0,3240
0.0,0.23,0,0,6,0,6,0,2820
0.0,0.24,0,0,6,0,6,0,2860
0.0,0.25,0,0,6,0,6,0,2670
0.0,0.26,0,0,6,0,6,0,2590
0.0,0.27,0,0,6,0,6,0,2720
0.0,0.28,0,0,6,0,6,0,2770
0.0,0.29,0,0,6,0,6,0,2660
0.0,0.3,0,0,6,0,6,0,2820
0.0,0.31,0,0,6,0,6,0,3180
0.0,0.32,0,0,6,0,6,0,2310
0.0,0.33,0,0,6,0,6,0,2820
0.0,0.34,0,0,6,0,6,0,2820
0.0,0.35,0,0,6,0,6,0,2650
0.0,0.36,0,0,6,0,6,0,2760
0.0,0.37,0,0,6,0,6,0,2730
0.0,0.38,0,0,6,0,6,0,2570
0.0,0.39,0,0,6,0,6,0,2850
0.0,0.4,0,0,6,0,6,0,2790
0.0,0.41,0,0,6,0,6,0,2450
0.0,0.42,0,0,6,0,6,0,2900
0.0,0.43,0,0,6,0,6,0,2620
0.0,0.44,0,0,6,0,6,0,2400
0.0,0.45,0,0,6,0,6,0,2570
0.0,0.46,0,0,5,0,6,0,2770
0.0,0.47,0,0,6,0,6,0,2440
0.0,0.48,0,0,6,0,6,0,2810
0.0,0.49,0,0,6,0,6,0,2840
0.0,0.5,0,0,6,0,6,0,2750
0.01,0.0,0,0,6,0,6,0,2850
0.01,0.01,0,0,6,0,6,0,2740
0.01,0.02,0,0,6,0,6,0,2810
0.01,0.03,0,0,6,0,6,0,2810
0.01,0.04,0,0,6,0,6,0,2910
0.01,0.05,0,0,6,0,6,0,2880
0.01,0.06,0,0,6,0,6,0,2820
0.01,0.07,0,0,6,0,6,0,2850
