imb_vector,tier,pms_over,pms_under,pms_unused,pms_used,pms_over_degree,min_cut
"0.13, 0.36",0,0,1,3,3,0,860
"0.13, 0.37",0,0,1,3,3,0,860
"0.13, 0.38",0,0,1,3,3,0,860
"0.13, 0.39",0,0,1,3,3,0,860
"0.13, 0.40",0,0,1,3,3,0,860
"0.14, 0.00",0,0,0,3,3,0,950
"0.14, 0.01",0,0,0,3,3,0,1000
"0.14, 0.02",0,0,0,3,3,0,770
"0.14, 0.03",0,0,0,3,3,0,830
"0.14, 0.04",0,0,0,3,3,0,850
"0.14, 0.05",0,0,0,3,3,0,700
"0.14, 0.06",0,0,0,3,3,0,810
"0.14, 0.07",0,0,0,3,3,0,640
"0.14, 0.08",0,0,1,3,3,0,750
"0.14, 0.09",1,1,1,3,3,7,650
"0.14, 0.10",1,1,1,3,3,5,900
"0.14, 0.11",1,1,1,3,3,6,780
"0.14, 0.12",1,1,1,3,3,5,780
"0.14, 0.13",1,1,1,3,3,6,780
"0.14, 0.14",1,1,1,3,3,6,680
"0.14, 0.15",1,1,1,3,3,6,780
"0.14, 0.16",1,1,1,3,3,9,640
"0.14, 0.17",1,1,1,3,3,5,780
"0.14, 0.18",1,1,1,3,3,8,720
"0.14, 0.19",1,1,1,3,3,10,640
"0.14, 0.20",1,1,1,3,3,10,640
"0.14, 0.21",1,1,1,3,3,5,780
"0.14, 0.22",1,1,1,3,3,8,720
"0.14, 0.23",1,1,1,3,3,6,780
"0.14, 0.24",1,1,1,3,3,5,780
"0.14, 0.25",1,1,1,3,3,5,580
"0.14, 0.26",1,1,1,3,3,5,800
"0.14, 0.27",1,1,1,3,3,6,680
"0.14, 0.28",1,1,1,3,3,5,780
"0.14, 0.29",1,1,1,3,3,5,780
"0.14, 0.30",1,1,1,3,3,7,660
"0.14, 0.31",1,1,1,3,3,6,780
"0.14, 0.32",1,1,1,3,3,7,660
"0.14, 0.33",1,1,1,3,3,6,780
"0.14, 0.34",1,1,1,3,3,8,720
"0.14, 0.35",1,1,1,3,3,6,780
"0.14, 0.36",1,1,1,3,3,6,780
"0.14, 0.37",1,1,1,3,3,7,660
"0.14, 0.38",1,1,1,3,3,6,780
"0.14, 0.39",1,1,1,3,3,6,780
"0.14, 0.40",1,1,1,3,3,6,780
"0.15, 0.00",0,0,0,3,3,0,1140
"0.15, 0.01",0,0,0,3,3,0,1000
"0.15, 0.02",0,0,0,3,3,0,850
"0.15, 0.03",0,0,0,3,3,0,830
"0.15, 0.04",0,0,0,3,3,0,720
"0.15, 0.05",0,0,0,3,3,0,720
"0.15, 0.06",0,0,0,3,3,0,790
"0.15, 0.07",0,0,0,3,3,0,640
"0.15, 0.08",0,0,1,3,3,0,750
"0.15, 0.09",1,1,1,3,3,8,650
"0.15, 0.10",1,1,1,3,3,7,810
"0.15, 0.11",1,1,1,3,3,8,660
"0.15, 0.12",1,1,1,3,3,5,670
"0.15, 0.13",1,1,1,3,3,8,670
"0.15, 0.14",1,1,1,3,3,9,650
"0.15, 0.15",1,1,1,3,3,7,710
"0.15, 0.16",1,1,1,3,3,7,710
"0.15, 0.17",1,1,1,3,3,8,650
"0.15, 0.18",1,1,1,3,3,10,650
"0.15, 0.19",1,1,1,3,3,9,650
"0.15, 0.20",1,1,1,3,3,9,670
"0.15, 0.21",1,1,1,3,3,9,650
"0.15, 0.22",1,1,1,3,3,9,670
"0.15, 0.23",1,1,1,3,3,7,710
"0.15, 0.24",1,1,1,3,3,7,710
"0.15, 0.25",1,1,1,3,3,8,670
"0.15, 0.26",1,1,1,3,3,7,710
"0.15, 0.27",1,1,1,3,3,7,710
"0.15, 0.28",1,1,1,3,3,8,670
"0.15, 0.29",1,1,1,3,3,7,710
"0.15, 0.30",1,1,1,3,3,7,710
"0.15, 0.31",1,1,1,3,3,8,670
"0.15, 0.32",1,1,1,3,3,9,650
"0.15, 0.33",1,1,1,3,3,8,670
"0.15, 0.34",1,1,1,3,3,8,650
"0.15, 0.35",1,1,1,3,3,9,650
"0.15, 0.36",1,1,1,3,3,7,710
"0.15, 0.37",1,1,1,3,3,5,580
"0.15, 0.38",1,1,1,3,3,9,650
"0.15, 0.39",1,1,1,3,3,9,650
"0.15, 0.40",1,1,1,3,3,9,650
"0.16, 0.00",0,0,0,3,3,0,960
"0.16, 0.01",0,0,0,3,3,0,950
"0.16, 0.02",0,0,0,3,3,0,850
"0.16, 0.03",0,0,0,3,3,0,780
"0.16, 0.04",0,0,1,3,3,0,640
"0.16, 0.05",0,0,0,3,3,0,830
"0.16, 0.06",0,0,0,3,3,0,1330
"0.16, 0.07",0,0,1,3,3,0,600
"0.16, 0.08",1,1,1,3,3,5,760
"0.16, 0.09",1,1,1,3,3,6,710
"0.16, 0.10",1,1,1,3,3,5,590
"0.16, 0.11",1,1,1,3,3,7,650
"0.16, 0.12",1,1,1,3,3,9,610
"0.16, 0.13",1,1,1,3,3,10,600
"0.16, 0.14",1,1,1,3,3,10,520
"0.16, 0.15",1,1,2,3,3,11,520
"0.16, 0.16",1,1,1,3,3,8,810
"0.16, 0.17",1,1,1,3,3,8,640
"0.16, 0.18",1,1,1,3,3,7,640
"0.16, 0.19",1,1,1,3,3,10,800
"0.16, 0.20",1,1,1,3,3,10,580
"0.16, 0.21",1,1,1,3,3,11,800
"0.16, 0.22",1,1,1,3,3,11,800
"0.16, 0.23",1,1,1,3,3,9,600
"0.16, 0.24",1,1,1,3,3,7,640
"0.16, 0.25",1,1,1,3,3,11,800
"0.16, 0.26",1,1,1,3,3,11,800
"0.16, 0.27",1,1,1,3,3,7,640
"0.16, 0.28",1,1,1,3,3,9,600
"0.16, 0.29",1,1,1,3,3,11,800
"0.16, 0.30",1,1,1,3,3,10,580
"0.16, 0.31",1,1,1,3,3,8,640
"0.16, 0.32",1,1,1,3,3,7,640
"0.16, 0.33",1,1,1,3,3,11,800
"0.16, 0.34",1,1,1,3,3,9,600
"0.16, 0.35",1,1,1,3,3,9,600
"0.16, 0.36",1,1,1,3,3,10,800
"0.16, 0.37",1,1,1,3,3,10,580
"0.16, 0.38",1,1,1,3,3,11,800
"0.16, 0.39",1,1,1,3,3,11,800
"0.16, 0.40",1,1,1,3,3,11,800
"0.17, 0.00",0,0,0,3,3,0,950
"0.17, 0.01",0,0,0,3,3,0,1010
"0.17, 0.02",0,0,0,3,3,0,850
"0.17, 0.03",0,0,0,3,3,0,1120
"0.17, 0.04",0,0,1,3,3,0,640
"0.17, 0.05",0,0,1,3,3,0,650
"0.17, 0.06",0,0,1,3,3,0,810
"0.17, 0.07",0,0,1,3,3,0,610
"0.17, 0.08",0,0,1,3,3,0,590
"0.17, 0.09",1,1,1,3,3,6,760
"0.17, 0.10",1,1,1,3,3,6,840
"0.17, 0.11",1,1,1,3,3,8,650
"0.17, 0.12",1,1,1,3,3,9,530
"0.17, 0.13",1,1,1,3,3,5,590
"0.17, 0.14",1,1,2,3,3,11,520
"0.17, 0.15",1,1,1,3,3,10,520
"0.17, 0.16",1,1,1,3,3,10,520
"0.17, 0.17",1,1,1,3,3,9,770
"0.17, 0.18",1,1,1,3,3,12,760
"0.17, 0.19",1,1,1,3,3,10,800
"0.17, 0.20",1,1,1,3,3,12,760
"0.17, 0.21",1,1,1,3,3,12,760
"0.17, 0.22",1,1,1,3,3,10,800
"0.17, 0.23",1,1,1,3,3,12,760
"0.17, 0.24",1,1,1,3,3,12,760
"0.17, 0.25",1,1,1,3,3,10,800
"0.17, 0.26",1,1,1,3,3,10,800
"0.17, 0.27",1,1,1,3,3,12,760
"0.17, 0.28",1,1,1,3,3,12,760
"0.17, 0.29",1,1,1,3,3,12,760
"0.17, 0.30",1,1,1,3,3,10,800
"0.17, 0.31",1,1,1,3,3,10,800
"0.17, 0.32",1,1,1,3,3,10,800
"0.17, 0.33",1,1,1,3,3,10,800
"0.17, 0.34",1,1,1,3,3,10,800
"0.17, 0.35",1,1,1,3,3,10,800
"0.17, 0.36",1,1,1,3,3,12,760
"0.17, 0.37",1,1,1,3,3,10,800
"0.17, 0.38",1,1,1,3,3,12,760
"0.17, 0.39",1,1,1,3,3,10,800
"0.17, 0.40",1,1,1,3,3,12,760
"0.18, 0.00",0,0,0,3,3,0,950
"0.18, 0.01",0,0,0,3,3,0,920
"0.18, 0.02",0,0,0,3,3,0,850
"0.18, 0.03",0,0,0,3,3,0,830
"0.18, 0.04",0,0,1,3,3,0,640
"0.18, 0.05",0,0,1,3,3,0,640
"0.18, 0.06",0,0,1,3,3,0,600
"0.18, 0.07",0,0,1,3,3,0,600
"0.18, 0.08",0,0,1,3,3,0,580
"0.18, 0.09",1,1,1,3,3,5,580
"0.18, 0.10",1,1,1,3,3,6,840
"0.18, 0.11",1,1,1,3,3,8,650
"0.18, 0.12",1,1,1,3,3,8,530
"0.18, 0.13",1,1,1,3,3,5,580
"0.18, 0.14",1,1,2,3,3,11,520
"0.18, 0.15",1,1,1,3,3,10,520
"0.18, 0.16",1,1,2,3,3,12,480
"0.18, 0.17",1,1,2,3,3,12,610
"0.18, 0.18",1,1,1,3,3,11,760
"0.18, 0.19",1,1,1,3,3,11,760
"0.18, 0.20",1,1,2,3,3,15,600
"0.18, 0.21",1,1,1,3,3,11,760
"0.18, 0.22",1,1,1,3,3,11,760
"0.18, 0.23",1,1,1,3,3,11,760
"0.18, 0.24",1,1,2,3,3,15,600
"0.18, 0.25",1,1,1,3,3,11,760
"0.18, 0.26",1,1,1,3,3,11,760
"0.18, 0.27",1,1,2,3,3,15,600
"0.18, 0.28",1,1,2,3,3,15,600
"0.18, 0.29",1,1,2,3,3,15,600
"0.18, 0.30",1,1,2,3,3,15,600
"0.18, 0.31",1,1,1,3,3,11,760
"0.18, 0.32",1,1,2,3,3,15,600
"0.18, 0.33",1,1,1,3,3,11,760
"0.18, 0.34",1,1,1,3,3,11,760
"0.18, 0.35",1,1,1,3,3,11,760
"0.18, 0.36",1,1,2,3,3,15,600
"0.18, 0.37",1,1,2,3,3,15,600
"0.18, 0.38",1,1,2,3,3,15,600
"0.18, 0.39",1,1,1,3,3,11,760
"0.18, 0.40",1,1,2,3,3,15,600
"0.19, 0.00",0,0,0,3,3,0,960
"0.19, 0.01",0,0,0,3,3,0,920
"0.19, 0.02",0,0,1,3,3,0,820
"0.19, 0.03",0,0,0,3,3,0,910
"0.19, 0.04",0,0,1,3,3,0,640
"0.19, 0.05",0,0,1,3,3,0,640
"0.19, 0.06",0,0,1,3,3,0,600
"0.19, 0.07",0,0,1,3,3,0,600
"0.19, 0.08",0,0,1,3,3,0,580
"0.19, 0.09",1,1,1,3,3,6,650
"0.19, 0.10",1,1,1,3,3,7,840
"0.19, 0.11",1,1,1,3,3,8,650
"0.19, 0.12",1,1,1,3,3,9,530
"0.19, 0.13",0,0,1,3,3,0,580
"0.19, 0.14",1,1,1,3,3,10,520
"0.19, 0.15",1,1,2,3,3,12,480
"0.19, 0.16",1,1,2,3,3,13,630
"0.19, 0.17",1,1,2,3,3,12,610
"0.19, 0.18",1,1,1,3,3,15,600
"0.19, 0.19",1,1,2,3,3,14,600
"0.19, 0.20",1,1,2,3,3,14,600
"0.19, 0.21",1,1,2,3,3,14,600
"0.19, 0.22",1,1,2,3,3,14,600
"0.19, 0.23",1,1,2,3,3,15,600
"0.19, 0.24",1,1,2,3,3,14,600
"0.19, 0.25",1,1,2,3,3,15,600
"0.19, 0.26",1,1,2,3,3,14,600
"0.19, 0.27",1,1,2,3,3,15,600
"0.19, 0.28",1,1,2,3,3,15,600
"0.19, 0.29",1,1,2,3,3,14,600
"0.19, 0.30",1,1,2,3,3,14,600
"0.19, 0.31",1,1,2,3,3,15,600
"0.19, 0.32",1,1,2,3,3,15,600
"0.19, 0.33",1,1,2,3,3,14,600
"0.19, 0.34",1,1,2,3,3,15,600
"0.19, 0.35",1,1,2,3,3,15,600
"0.19, 0.36",1,1,2,3,3,15,600
"0.19, 0.37",1,1,2,3,3,15,600
"0.19, 0.38",1,1,2,3,3,15,600
"0.19, 0.39",1,1,2,3,3,14,600
"0.19, 0.40",1,1,2,3,3,14,600
"0.20, 0.00",0,0,0,3,3,0,960
"0.20, 0.01",0,0,0,3,3,0,1010
"0.20, 0.02",0,0,0,3,3,0,850
"0.20, 0.03",0,0,0,3,3,0,770
"0.20, 0.04",0,0,1,3,3,0,640
"0.20, 0.05",0,0,1,3,3,0,640
"0.20, 0.06",0,0,1,3,3,0,600
"0.20, 0.07",0,0,1,3,3,0,600
"0.20, 0.08",0,0,1,3,3,0,580
"0.20, 0.09",1,1,1,3,3,5,750
"0.20, 0.10",1,1,1,3,3,7,840
"0.20, 0.11",1,1,1,3,3,8,650
"0.20, 0.12",1,1,1,3,3,8,570
"0.20, 0.13",1,1,1,3,3,9,510
"0.20, 0.14",1,1,2,3,3,11,520
"0.20, 0.15",1,1,1,3,3,11,480
"0.20, 0.16",1,1,1,3,3,11,480
"0.20, 0.17",1,1,2,3,3,12,610
"0.20, 0.18",1,1,2,3,3,14,600
"0.20, 0.19",1,1,2,3,3,14,600
"0.20, 0.20",1,1,2,3,3,15,600
"0.20, 0.21",1,1,2,3,3,14,600
"0.20, 0.22",1,1,2,3,3,15,600
"0.20, 0.23",1,1,2,3,3,14,600
"0.20, 0.24",1,1,2,3,3,14,600
"0.20, 0.25",1,1,2,3,3,15,600
"0.20, 0.26",1,1,2,3,3,15,600
"0.20, 0.27",1,1,2,3,3,14,600
"0.20, 0.28",1,1,2,3,3,14,600
"0.20, 0.29",1,1,2,3,3,14,600
"0.20, 0.30",1,1,2,3,3,15,600
"0.20, 0.31",1,1,2,3,3,14,600
"0.20, 0.32",1,1,2,3,3,15,600
"0.20, 0.33",1,1,2,3,3,15,600
"0.20, 0.34",1,1,2,3,3,15,600
"0.20, 0.35",1,1,2,3,3,15,600
"0.20, 0.36",1,1,2,3,3,15,600
"0.20, 0.37",1,1,2,3,3,15,600
"0.20, 0.38",1,1,2,3,3,14,600
"0.20, 0.39",1,1,2,3,3,14,600
"0.20, 0.40",1,1,2,3,3,14,600
"0.21, 0.00",0,0,0,3,3,0,960
"0.21, 0.01",0,0,0,3,3,0,1010
"0.21, 0.02",0,0,0,3,3,0,760
"0.21, 0.03",0,0,1,3,3,0,800
"0.21, 0.04",0,0,1,3,3,0,640
"0.21, 0.05",0,0,1,3,3,0,800
"0.21, 0.06",0,0,1,3,3,0,600
"0.21, 0.07",0,0,1,3,3,0,600
"0.21, 0.08",0,0,1,3,3,0,600
"0.21, 0.09",1,1,1,3,3,6,1260
"0.21, 0.10",0,0,1,3,3,0,580
"0.21, 0.11",1,1,1,3,3,7,650
"0.21, 0.12",1,1,1,3,3,7,570
"0.21, 0.13",0,0,1,3,3,0,580
"0.21, 0.14",1,1,2,3,3,11,520
"0.21, 0.15",1,1,1,3,3,11,480
"0.21, 0.16",1,1,1,3,3,12,480
"0.21, 0.17",1,1,2,3,3,12,610
"0.21, 0.18",1,1,2,3,3,14,600
"0.21, 0.19",1,1,2,3,3,15,600
"0.21, 0.20",1,1,2,3,3,14,600
"0.21, 0.21",1,1,2,3,3,15,600
"0.21, 0.22",1,1,2,3,3,14,600
"0.21, 0.23",1,1,2,3,3,14,600
"0.21, 0.24",1,1,2,3,3,14,600
"0.21, 0.25",1,1,2,3,3,15,600
"0.21, 0.26",1,1,2,3,3,15,600
"0.21, 0.27",1,1,2,3,3,14,600
"0.21, 0.28",1,1,2,3,3,15,600
"0.21, 0.29",1,1,2,3,3,15,600
"0.21, 0.30",1,1,2,3,3,15,600
"0.21, 0.31",1,1,2,3,3,15,600
"0.21, 0.32",1,1,2,3,3,15,600
"0.21, 0.33",1,1,2,3,3,15,600
"0.21, 0.34",1,1,2,3,3,14,600
"0.21, 0.35",1,1,2,3,3,15,600
"0.21, 0.36",1,1,2,3,3,15,600
"0.21, 0.37",1,1,2,3,3,15,600
"0.21, 0.38",1,1,2,3,3,15,600
"0.21, 0.39",1,1,2,3,3,14,600
"0.21, 0.40",1,1,2,3,3,15,600
"0.22, 0.00",0,0,0,3,3,0,960
"0.22, 0.01",0,0,0,3,3,0,1010
"0.22, 0.02",0,0,0,3,3,0,850
"0.22, 0.03",0,0,0,3,3,0,740
"0.22, 0.04",0,0,1,3,3,0,640
"0.22, 0.05",0,0,1,3,3,0,640
"0.22, 0.06",0,0,1,3,3,0,600
"0.22, 0.07",0,0,1,3,3,0,600
"0.22, 0.08",0,0,1,3,3,0,600
"0.22, 0.09",0,0,1,3,3,0,580
"0.22, 0.10",1,1,1,3,3,6,750
"0.22, 0.11",1,1,1,3,3,5,580
"0.22, 0.12",1,1,1,3,3,5,580
"0.22, 0.13",0,0,1,3,3,0,580
"0.22, 0.14",1,1,2,3,3,11,520
"0.22, 0.15",1,1,2,3,3,12,480
"0.22, 0.16",1,1,2,3,3,15,510
"0.22, 0.17",1,1,2,3,3,15,490
"0.22, 0.18",1,1,2,3,3,14,600
"0.22, 0.19",1,1,2,3,3,15,600
"0.22, 0.20",1,1,2,3,3,14,600
"0.22, 0.21",1,1,2,3,3,14,600
"0.22, 0.22",1,1,2,3,3,15,600
"0.22, 0.23",1,1,2,3,3,14,600
"0.22, 0.24",1,1,2,3,3,14,600
"0.22, 0.25",1,1,2,3,3,15,600
"0.22, 0.26",1,1,2,3,3,14,600
"0.22, 0.27",1,1,2,3,3,15,600
"0.22, 0.28",1,1,2,3,3,15,600
"0.22, 0.29",1,1,2,3,3,15,600
"0.22, 0.30",1,1,2,3,3,15,600
"0.22, 0.31",1,1,2,3,3,14,600
"0.22, 0.32",1,1,2,3,3,14,600
"0.22, 0.33",1,1,2,3,3,15,600
"0.22, 0.34",1,1,2,3,3,15,600
"0.22, 0.35",1,1,2,3,3,14,600
"0.22, 0.36",1,1,2,3,3,15,600
"0.22, 0.37",1,1,2,3,3,14,600
"0.22, 0.38",1,1,2,3,3,14,600
"0.22, 0.39",1,1,2,3,3,15,600
"0.22, 0.40",1,1,2,3,3,15,600
"0.23, 0.00",0,0,0,3,3,0,1050
"0.23, 0.01",0,0,0,3,3,0,1010
"0.23, 0.02",0,0,1,3,3,0,750
"0.23, 0.03",0,0,0,3,3,0,850
"0.23, 0.04",0,0,1,3,3,0,640
"0.23, 0.05",0,0,1,3,3,0,640
"0.23, 0.06",0,0,1,3,3,0,600
"0.23, 0.07",0,0,1,3,3,0,600
"0.23, 0.08",0,0,1,3,3,0,600
"0.23, 0.09",1,1,1,3,3,5,580
"0.23, 0.10",1,1,1,3,3,6,620
"0.23, 0.11",0,0,1,3,3,0,1370
"0.23, 0.12",1,1,1,3,3,9,630
"0.23, 0.13",0,0,1,3,3,0,580
"0.23, 0.14",1,1,1,3,3,10,490
"0.23, 0.15",1,1,2,3,3,12,480
"0.23, 0.16",1,1,2,3,3,14,480
"0.23, 0.17",1,1,2,3,3,15,490
"0.23, 0.18",1,1,2,3,3,15,600
"0.23, 0.19",1,1,2,3,3,14,600
"0.23, 0.20",1,1,2,3,3,17,480
"0.23, 0.21",1,1,2,3,3,14,600
"0.23, 0.22",1,1,2,3,3,17,480
"0.23, 0.23",1,1,2,3,3,14,600
"0.23, 0.24",1,1,2,3,3,17,480
"0.23, 0.25",1,1,2,3,3,14,600
"0.23, 0.26",1,1,2,3,3,14,600
"0.23, 0.27",1,1,2,3,3,14,600
"0.23, 0.28",1,1,2,3,3,17,480
"0.23, 0.29",1,1,2,3,3,17,480
"0.23, 0.30",1,1,2,3,3,17,480
"0.23, 0.31",1,1,2,3,3,14,600
"0.23, 0.32",1,1,2,3,3,14,600
"0.23, 0.33",1,1,2,3,3,17,480
"0.23, 0.34",1,1,2,3,3,17,480
"0.23, 0.35",1,1,2,3,3,14,600
"0.23, 0.36",1,1,2,3,3,17,480
"0.23, 0.37",1,1,2,3,3,14,600
"0.23, 0.38",1,1,2,3,3,17,480
"0.23, 0.39",1,1,2,3,3,14,600
"0.23, 0.40",1,1,2,3,3,14,600
"0.24, 0.00",0,0,0,3,3,0,950
"0.24, 0.01",0,0,0,3,3,0,1010
"0.24, 0.02",0,0,0,3,3,0,790
"0.24, 0.03",0,0,0,3,3,0,930
"0.24, 0.04",0,0,1,3,3,0,640
"0.24, 0.05",0,0,1,3,3,0,640
"0.24, 0.06",0,0,1,3,3,0,600
"0.24, 0.07",0,0,1,3,3,0,600
"0.24, 0.08",0,0,1,3,3,0,600
"0.24, 0.09",1,1,1,3,3,5,1230
"0.24, 0.10",0,0,1,3,3,0,580
"0.24, 0.11",0,0,1,3,3,0,580
"0.24, 0.12",1,1,1,3,3,9,520
"0.24, 0.13",0,0,1,3,3,0,580
"0.24, 0.14",1,1,1,3,3,10,540
"0.24, 0.15",1,1,1,3,3,11,490
"0.24, 0.16",1,1,2,3,3,13,510
"0.24, 0.17",1,1,2,3,3,13,490
"0.24, 0.18",1,1,2,3,3,15,600
"0.24, 0.19",1,1,2,3,3,15,480
"0.24, 0.20",1,1,2,3,3,15,480
"0.24, 0.21",1,1,2,3,3,17,480
"0.24, 0.22",1,1,2,3,3,17,480
"0.24, 0.23",1,1,2,3,3,15,480
"0.24, 0.24",1,1,2,3,3,15,480
"0.24, 0.25",1,1,2,3,3,15,480
"0.24, 0.26",1,1,2,3,3,17,480
"0.24, 0.27",1,1,2,3,3,17,480
"0.24, 0.28",1,1,2,3,3,17,480
"0.24, 0.29",1,1,2,3,3,17,480
"0.24, 0.30",1,1,2,3,3,17,480
"0.24, 0.31",1,1,2,3,3,15,480
"0.24, 0.32",1,1,2,3,3,15,480
"0.24, 0.33",1,1,2,3,3,17,480
"0.24, 0.34",1,1,2,3,3,15,480
"0.24, 0.35",1,1,2,3,3,15,480
"0.24, 0.36",1,1,2,3,3,17,480
"0.24, 0.37",1,1,2,3,3,17,480
"0.24, 0.38",1,1,2,3,3,15,480
"0.24, 0.39",1,1,2,3,3,15,480
"0.24, 0.40",1,1,2,3,3,15,480
"0.25, 0.00",0,0,0,3,3,0,1220
"0.25, 0.01",0,0,0,3,3,0,930
"0.25, 0.02",0,0,0,3,3,0,910
"0.25, 0.03",0,0,0,3,3,0,870
"0.25, 0.04",0,0,1,3,3,0,900
"0.25, 0.05",0,0,1,3,3,0,640
"0.25, 0.06",0,0,1,3,3,0,600
"0.25, 0.07",0,0,1,3,3,0,720
"0.25, 0.08",0,0,1,3,3,0,600
"0.25, 0.09",0,0,1,3,3,0,580
"0.25, 0.10",1,1,1,3,3,5,750
"0.25, 0.11",1,1,0,3,3,6,620
"0.25, 0.12",1,1,1,3,3,7,550
"0.25, 0.13",1,1,1,3,3,9,510
"0.25, 0.14",1,1,1,3,3,12,580
"0.25, 0.15",1,1,1,3,3,11,490
"0.25, 0.16",1,1,1,3,3,5,580
"0.25, 0.17",1,1,2,3,3,13,490
"0.25, 0.18",1,1,2,3,3,14,600
"0.25, 0.19",1,1,2,3,3,15,480
"0.25, 0.20",1,1,2,3,3,15,480
"0.25, 0.21",1,1,2,3,3,17,480
"0.25, 0.22",1,1,2,3,3,15,480
"0.25, 0.23",1,1,2,3,3,15,480
"0.25, 0.24",1,1,2,3,3,15,480
"0.25, 0.25",1,1,2,3,3,15,480
"0.25, 0.26",1,1,2,3,3,17,480
"0.25, 0.27",1,1,2,3,3,17,480
"0.25, 0.28",1,1,2,3,3,15,480
"0.25, 0.29",1,1,2,3,3,17,480
"0.25, 0.30",1,1,2,3,3,17,480
"0.25, 0.31",1,1,2,3,3,15,480
"0.25, 0.32",1,1,2,3,3,15,480
"0.25, 0.33",1,1,2,3,3,17,480
"0.25, 0.34",1,1,2,3,3,17,480
"0.25, 0.35",1,1,2,3,3,17,480
"0.25, 0.36",1,1,2,3,3,15,480
"0.25, 0.37",1,1,2,3,3,17,480
"0.25, 0.38",1,1,2,3,3,15,480
"0.25, 0.39",1,1,2,3,3,17,480
"0.25, 0.40",1,1,2,3,3,15,480
"0.26, 0.00",0,0,0,3,3,0,960
"0.26, 0.01",0,0,0,3,3,0,920
"0.26, 0.02",0,0,0,3,3,0,820
"0.26, 0.03",0,0,0,3,3,0,850
"0.26, 0.04",0,0,1,3,3,0,760
"0.26, 0.05",0,0,1,3,3,0,760
"0.26, 0.06",0,0,1,3,3,0,720
"0.26, 0.07",0,0,1,3,3,0,720
"0.26, 0.08",0,0,1,3,3,0,600
"0.26, 0.09",0,0,1,3,3,0,800
"0.26, 0.10",0,0,1,3,3,0,580
"0.26, 0.11",1,1,1,3,3,7,770
"0.26, 0.12",1,1,1,3,3,8,520
"0.26, 0.13",1,1,1,3,3,5,580
"0.26, 0.14",1,1,1,3,3,11,540
"0.26, 0.15",1,1,1,3,3,12,490
"0.26, 0.16",1,1,1,3,3,5,580
"0.26, 0.17",1,1,2,3,3,13,490
"0.26, 0.18",1,1,2,3,3,14,600
"0.26, 0.19",1,1,2,3,3,17,480
"0.26, 0.20",1,1,2,3,3,18,440
"0.26, 0.21",1,1,2,3,3,18,440
"0.26, 0.22",1,1,2,3,3,15,480
"0.26, 0.23",1,1,2,3,3,18,440
"0.26, 0.24",1,1,2,3,3,15,480
"0.26, 0.25",1,1,2,3,3,15,480
"0.26, 0.26",1,1,2,3,3,18,440
"0.26, 0.27",1,1,2,3,3,18,440
"0.26, 0.28",1,1,2,3,3,18,440
"0.26, 0.29",1,1,2,3,3,15,480
"0.26, 0.30",1,1,2,3,3,15,480
"0.26, 0.31",1,1,2,3,3,15,480
"0.26, 0.32",1,1,2,3,3,15,480
"0.26, 0.33",1,1,2,3,3,15,480
"0.26, 0.34",1,1,2,3,3,18,440
"0.26, 0.35",1,1,2,3,3,18,440
"0.26, 0.36",1,1,2,3,3,18,440
"0.26, 0.37",1,1,2,3,3,18,440
"0.26, 0.38",1,1,2,3,3,18,440
"0.26, 0.39",1,1,2,3,3,15,480
"0.26, 0.40",1,1,2,3,3,15,480
"0.27, 0.00",0,0,0,3,3,0,960
"0.27, 0.01",0,0,0,3,3,0,1010
"0.27, 0.02",0,0,0,3,3,0,880
"0.27, 0.03",0,0,1,3,3,0,800
"0.27, 0.04",0,0,1,3,3,0,760
"0.27, 0.05",0,0,1,3,3,0,760
"0.27, 0.06",0,0,1,3,3,0,720
"0.27, 0.07",0,0,1,3,3,0,720
"0.27, 0.08",0,0,1,3,3,0,600
"0.27, 0.09",1,1,1,3,3,5,580
"0.27, 0.10",0,0,1,3,3,0,580
"0.27, 0.11",1,1,1,3,3,5,1930
"0.27, 0.12",1,1,0,3,3,8,630
"0.27, 0.13",0,0,1,3,3,0,580
"0.27, 0.14",1,1,1,3,3,9,540
"0.27, 0.15",1,1,1,3,3,12,490
"0.27, 0.16",1,1,2,3,3,13,580
"0.27, 0.17",1,1,2,3,3,15,490
"0.27, 0.18",1,1,2,3,3,15,600
"0.27, 0.19",1,1,2,3,3,15,480
"0.27, 0.20",1,1,2,3,3,18,440
"0.27, 0.21",1,1,2,3,3,16,440
"0.27, 0.22",1,1,2,3,3,18,440
"0.27, 0.23",1,1,2,3,3,18,440
"0.27, 0.24",1,1,2,3,3,16,440
"0.27, 0.25",1,1,2,3,3,16,440
"0.27, 0.26",1,1,2,3,3,16,440
"0.27, 0.27",1,1,2,3,3,16,440
"0.27, 0.28",1,1,2,3,3,18,440
"0.27, 0.29",1,1,2,3,3,18,440
"0.27, 0.30",1,1,2,3,3,16,440
"0.27, 0.31",1,1,2,3,3,18,440
"0.27, 0.32",1,1,2,3,3,16,440
"0.27, 0.33",1,1,2,3,3,16,440
"0.27, 0.34",1,1,2,3,3,16,440
"0.27, 0.35",1,1,2,3,3,18,440
"0.27, 0.36",1,1,2,3,3,18,440
"0.27, 0.37",1,1,2,3,3,16,440
"0.27, 0.38",1,1,2,3,3,16,440
"0.27, 0.39",1,1,2,3,3,16,440
"0.27, 0.40",1,1,2,3,3,18,440
"0.28, 0.00",0,0,0,3,3,0,960
