0, 2125.000000, 1458.000000, 6788.000000, 1455.000000, 1455.000000, 6788.000000, 1455.000000, 3681.000000, 0.000000
1, 1332.000000, 1943.000000, 5146.000000, 2027.000000, 2027.000000, 5284.000000, 2148.000000, 4505.000000, 0.000000
2, 1177.000000, 1769.000000, 5823.000000, 2215.000000, 1745.000000, 5823.000000, 2019.000000, 3686.000000, 0.000000
3, 1149.000000, 2033.000000, 5965.000000, 1386.000000, 2068.000000, 5965.000000, 1807.000000, 3856.000000, 0.000000
4, 1147.000000, 1753.000000, 5976.000000, 1650.000000, 1951.000000, 5976.000000, 1992.000000, 3782.000000, 0.000000
5, 1133.000000, 2019.000000, 6050.000000, 1487.000000, 2057.000000, 6050.000000, 1588.000000, 3829.000000, 0.000000
6, 1140.000000, 2149.000000, 6012.000000, 1336.000000, 2186.000000, 6012.000000, 1579.000000, 3806.000000, 0.000000
7, 1142.000000, 1720.000000, 6002.000000, 1758.000000, 1940.000000, 6002.000000, 1859.000000, 3799.000000, 0.000000
8, 1139.000000, 2089.000000, 6018.000000, 1398.000000, 2087.000000, 6018.000000, 1661.000000, 3809.000000, 0.000000
9, 1171.000000, 2133.000000, 5853.000000, 1576.000000, 2049.000000, 5853.000000, 1911.000000, 3705.000000, 0.000000
10, 1159.000000, 1775.000000, 5914.000000, 1792.000000, 1931.000000, 5914.000000, 2011.000000, 3743.000000, 0.000000
11, 1156.000000, 2160.000000, 5929.000000, 1317.000000, 1976.000000, 5929.000000, 2016.000000, 3753.000000, 0.000000
12, 1158.000000, 1776.000000, 5919.000000, 1833.000000, 1913.000000, 5919.000000, 1973.000000, 3747.000000, 0.000000
13, 1121.000000, 2083.000000, 6114.000000, 1358.000000, 1997.000000, 6114.000000, 1544.000000, 3870.000000, 0.000000
14, 1140.000000, 1765.000000, 6012.000000, 1720.000000, 1903.000000, 6012.000000, 1862.000000, 3806.000000, 0.000000
15, 1137.000000, 2236.000000, 6028.000000, 1441.000000, 2090.000000, 6028.000000, 1441.000000, 3816.000000, 0.000000
16, 1126.000000, 1971.000000, 6087.000000, 1311.000000, 2070.000000, 6087.000000, 1537.000000, 4017.000000, 0.000000
17, 1122.000000, 2080.000000, 6109.000000, 1316.000000, 2036.000000, 6109.000000, 1563.000000, 3867.000000, 0.000000
