0, 134, 625, 134, 134, 625, 134, 339, 0
1, 112, 297, 117, 117, 305, 124, 260, 0
2, 90, 297, 113, 89, 297, 103, 188, 0
3, 101, 297, 69, 103, 297, 90, 192, 0
4, 87, 297, 82, 97, 297, 99, 188, 0
5, 99, 297, 73, 101, 297, 78, 188, 0
6, 106, 297, 66, 108, 297, 78, 188, 0
7, 85, 297, 87, 96, 297, 92, 188, 0
8, 103, 297, 69, 103, 297, 82, 188, 0
9, 108, 297, 80, 104, 297, 97, 188, 0
10, 89, 297, 90, 97, 297, 101, 188, 0
11, 108, 297, 66, 99, 297, 101, 188, 0
12, 89, 297, 92, 96, 297, 99, 188, 0
13, 101, 297, 66, 97, 297, 75, 188, 0
14, 87, 297, 85, 94, 297, 92, 188, 0
15, 110, 297, 71, 103, 297, 71, 188, 0
16, 96, 297, 64, 101, 297, 75, 196, 0
17, 101, 297, 64, 99, 297, 76, 188, 0
18, 108, 297, 64, 104, 297, 75, 188, 0
19, 89, 297, 85, 92, 297, 92, 188, 0
20, 106, 297, 71, 104, 297, 101, 188, 0
21, 87, 297, 85, 97, 297, 96, 188, 0
22, 99, 297, 69, 104, 297, 82, 188, 0
23, 108, 297, 76, 96, 297, 73, 188, 0
24, 92, 297, 80, 97, 297, 75, 188, 0
25, 103, 297, 68, 104, 297, 73, 188, 0
26, 85, 297, 87, 94, 297, 94, 188, 0
27, 99, 297, 69, 103, 297, 82, 188, 0
28, 89, 297, 87, 97, 297, 94, 188, 0
29, 110, 297, 71, 104, 297, 94, 188, 0
30, 92, 297, 85, 97, 297, 94, 188, 0
31, 108, 297, 71, 101, 297, 101, 188, 0
32, 89, 297, 85, 96, 297, 96, 188, 0
33, 110, 297, 69, 104, 297, 80, 188, 0
34, 112, 297, 69, 99, 297, 78, 188, 0
35, 89, 297, 80, 103, 297, 96, 188, 0
36, 108, 297, 64, 104, 297, 69, 192, 0
37, 94, 297, 82, 96, 297, 87, 188, 0
38, 110, 297, 69, 104, 297, 68, 188, 0
39, 92, 297, 87, 92, 297, 89, 188, 0
40, 110, 297, 68, 103, 297, 101, 188, 0
41, 92, 297, 94, 97, 297, 99, 188, 0
42, 108, 297, 75, 103, 297, 83, 188, 0
43, 112, 297, 68, 106, 297, 64, 188, 0
44, 103, 297, 80, 92, 297, 89, 188, 0
45, 104, 297, 71, 99, 297, 101, 188, 0
46, 106, 297, 66, 108, 297, 82, 188, 0
47, 87, 297, 87, 96, 297, 96, 188, 0
48, 99, 297, 69, 103, 297, 82, 188, 0
49, 89, 297, 87, 97, 297, 94, 188, 0
50, 110, 297, 71, 104, 297, 94, 188, 0
51, 92, 297, 85, 97, 297, 94, 188, 0
52, 108, 297, 71, 101, 297, 101, 188, 0
53, 89, 297, 85, 96, 297, 96, 188, 0
54, 110, 297, 69, 104, 297, 80, 188, 0
55, 112, 297, 69, 99, 297, 78, 188, 0
56, 89, 297, 80, 103, 297, 96, 188, 0
57, 108, 297, 64, 104, 297, 69, 192, 0
58, 94, 297, 82, 96, 297, 87, 188, 0
59, 110, 297, 69, 104, 297, 68, 188, 0
60, 92, 297, 87, 92, 297, 89, 188, 0
61, 110, 297, 68, 103, 297, 101, 188, 0
62, 92, 297, 94, 97, 297, 99, 188, 0
63, 108, 297, 75, 103, 297, 83, 188, 0
64, 112, 297, 68, 106, 297, 64, 188, 0
65, 103, 297, 80, 92, 297, 89, 188, 0
66, 104, 297, 71, 99, 297, 101, 188, 0
67, 106, 297, 66, 108, 297, 82, 188, 0
68, 87, 297, 87, 96, 297, 96, 188, 0
69, 99, 297, 69, 103, 297, 82, 188, 0
70, 89, 297, 87, 97, 297, 94, 188, 0
71, 110, 297, 71, 104, 297, 94, 188, 0
72, 92, 297, 85, 97, 297, 94, 188, 0
73, 108, 297, 71, 101, 297, 101, 188, 0
74, 89, 297, 85, 96, 297, 96, 188, 0
75, 110, 297, 69, 104, 297, 80, 188, 0
76, 112, 297, 69, 99, 297, 78, 188, 0
77, 89, 297, 80, 103, 297, 96, 188, 0
78, 108, 297, 64, 104, 297, 69, 192, 0
79, 94, 297, 82, 96, 297, 87, 188, 0
80, 110, 297, 69, 104, 297, 68, 188, 0
81, 92, 297, 87, 92, 297, 89, 188, 0
82, 110, 297, 68, 103, 297, 101, 188, 0
83, 92, 297, 94, 97, 297, 99, 188, 0
84, 108, 297, 75, 103, 297, 83, 188, 0
85, 112, 297, 68, 106, 297, 64, 188, 0
86, 103, 297, 80, 92, 297, 89, 188, 0
87, 104, 297, 71, 99, 297, 101, 188, 0
88, 106, 297, 66, 108, 297, 82, 188, 0
89, 87, 297, 87, 96, 297, 96, 188, 0
90, 99, 297, 69, 103, 297, 82, 188, 0
91, 89, 297, 87, 97, 297, 94, 188, 0
92, 110, 297, 71, 104, 297, 94, 188, 0
93, 92, 297, 85, 97, 297, 94, 188, 0
94, 108, 297, 71, 101, 297, 101, 188, 0
95, 89, 297, 85, 96, 297, 96, 188, 0
96, 110, 297, 69, 104, 297, 80, 188, 0
97, 112, 297, 69, 99, 297, 78, 188, 0
98, 89, 297, 80, 103, 297, 96, 188, 0
99, 108, 297, 64, 104, 297, 69, 192, 0
100, 94, 297, 82, 96, 297, 87, 188, 0
101, 110, 297, 69, 104, 297, 68, 188, 0
