0, 625, 625, 339, 134, 134, 134, 0, 0
1, 297, 297, 188, 101, 83, 99, 0, 0
2, 297, 297, 188, 64, 64, 73, 0, 0
3, 297, 297, 188, 66, 64, 69, 0, 0
4, 297, 297, 188, 69, 64, 68, 0, 0
5, 297, 297, 188, 64, 64, 66, 0, 0
6, 297, 297, 188, 64, 64, 66, 0, 0
7, 297, 297, 188, 64, 64, 66, 0, 0
8, 297, 297, 188, 64, 64, 66, 0, 0
9, 297, 297, 188, 64, 64, 66, 0, 0
10, 297, 297, 188, 64, 64, 66, 0, 0
11, 297, 297, 188, 64, 64, 66, 0, 0
12, 297, 297, 188, 64, 64, 66, 0, 0
13, 297, 297, 188, 64, 64, 66, 0, 0
14, 297, 297, 188, 64, 64, 66, 0, 0
15, 297, 297, 188, 64, 64, 66, 0, 0
16, 297, 297, 188, 64, 64, 66, 0, 0
17, 297, 297, 188, 64, 64, 66, 0, 0
18, 297, 297, 188, 64, 64, 66, 0, 0
19, 297, 297, 188, 64, 64, 66, 0, 0
20, 297, 297, 188, 64, 64, 66, 0, 0
21, 297, 297, 188, 64, 64, 66, 0, 0
22, 297, 297, 188, 64, 64, 66, 0, 0
23, 297, 297, 188, 64, 64, 66, 0, 0
24, 297, 297, 188, 64, 64, 66, 0, 0
25, 297, 297, 188, 64, 64, 66, 0, 0
26, 297, 297, 188, 64, 64, 66, 0, 0
27, 297, 297, 188, 64, 64, 66, 0, 0
28, 297, 297, 188, 64, 64, 66, 0, 0
29, 297, 297, 188, 64, 64, 66, 0, 0
30, 297, 297, 188, 64, 64, 66, 0, 0
31, 297, 297, 188, 64, 64, 66, 0, 0
32, 297, 297, 188, 64, 64, 66, 0, 0
33, 297, 297, 188, 64, 64, 66, 0, 0
34, 297, 297, 188, 64, 64, 66, 0, 0
35, 297, 297, 188, 64, 64, 66, 0, 0
36, 297, 297, 188, 64, 64, 66, 0, 0
37, 297, 297, 188, 64, 64, 66, 0, 0
38, 297, 297, 188, 64, 64, 66, 0, 0
39, 297, 297, 188, 64, 64, 66, 0, 0
40, 297, 297, 188, 64, 64, 66, 0, 0
41, 297, 297, 188, 64, 64, 66, 0, 0
42, 297, 297, 188, 64, 64, 66, 0, 0
43, 297, 297, 188, 64, 64, 66, 0, 0
44, 297, 297, 188, 64, 64, 66, 0, 0
45, 297, 297, 188, 64, 64, 66, 0, 0
46, 297, 297, 188, 64, 64, 66, 0, 0
47, 297, 297, 188, 64, 64, 66, 0, 0
48, 297, 297, 188, 64, 64, 66, 0, 0
49, 297, 297, 188, 64, 64, 66, 0, 0
50, 297, 297, 188, 64, 64, 66, 0, 0
51, 297, 297, 188, 64, 64, 66, 0, 0
52, 297, 297, 188, 64, 64, 66, 0, 0
53, 297, 297, 188, 64, 64, 66, 0, 0
54, 297, 297, 188, 64, 64, 66, 0, 0
55, 297, 297, 188, 64, 64, 66, 0, 0
56, 297, 297, 188, 64, 64, 66, 0, 0
57, 297, 297, 188, 64, 64, 66, 0, 0
58, 297, 297, 188, 64, 64, 66, 0, 0
59, 297, 297, 188, 64, 64, 66, 0, 0
60, 297, 297, 188, 64, 64, 66, 0, 0
