imb_vector,tier,pms_over,pms_under,pms_unused,pms_used,pms_over_degree,min_cut
"0.07, 0.03",1,3,0,0,3,21,760
"0.07, 0.04",1,2,0,0,3,22,820
"0.07, 0.05",1,3,0,0,3,17,880
"0.07, 0.06",1,2,0,0,3,23,870
"0.07, 0.07",1,3,0,0,3,23,730
"0.07, 0.08",1,2,0,0,3,23,810
"0.07, 0.09",1,3,0,0,3,23,730
"0.07, 0.10",1,2,1,0,3,25,850
"0.07, 0.11",1,3,0,0,3,27,880
"0.07, 0.12",1,3,0,0,3,23,730
"0.07, 0.13",1,2,0,0,3,27,860
"0.07, 0.14",1,3,0,0,3,23,1210
"0.07, 0.15",1,3,0,0,3,23,1120
"0.07, 0.16",1,2,0,0,3,31,1010
"0.07, 0.17",1,2,0,0,3,32,1190
"0.07, 0.18",1,2,0,0,3,36,1010
"0.07, 0.19",1,2,0,0,3,34,980
"0.07, 0.20",1,2,0,0,3,45,680
"0.07, 0.21",1,2,0,0,3,38,730
"0.07, 0.22",1,2,0,0,3,45,680
"0.07, 0.23",1,2,0,0,3,40,780
"0.07, 0.24",1,2,0,0,3,45,680
"0.07, 0.25",1,2,0,0,3,42,590
"0.07, 0.26",1,2,0,0,3,46,690
"0.07, 0.27",1,2,0,0,3,42,610
"0.07, 0.28",1,2,0,0,3,46,790
"0.07, 0.29",1,2,0,0,3,42,610
"0.07, 0.30",1,2,0,0,3,49,600
"0.07, 0.31",1,2,0,0,3,47,1280
"0.07, 0.32",1,2,0,0,3,47,1350
"0.07, 0.33",1,2,0,0,3,51,680
"0.07, 0.34",1,2,0,0,3,55,720
"0.07, 0.35",1,2,0,0,3,53,940
"0.07, 0.36",1,2,0,0,3,60,610
"0.07, 0.37",1,2,0,0,3,60,610
"0.07, 0.38",1,2,0,0,3,55,630
"0.07, 0.39",1,2,0,0,3,60,640
"0.07, 0.40",1,2,0,0,3,60,640
"0.08, 0.00",1,3,0,0,3,18,1030
"0.08, 0.01",1,3,0,0,3,18,660
"0.08, 0.02",1,3,0,0,3,18,820
"0.08, 0.03",1,3,0,0,3,21,760
"0.08, 0.04",1,3,0,0,3,24,720
"0.08, 0.05",1,3,0,0,3,21,1630
"0.08, 0.06",1,3,0,0,3,22,1610
"0.08, 0.07",1,3,0,0,3,24,1380
"0.08, 0.08",1,3,0,0,3,22,800
"0.08, 0.09",1,3,0,0,3,22,800
"0.08, 0.10",1,3,0,0,3,22,780
"0.08, 0.11",1,3,0,0,3,21,690
"0.08, 0.12",1,3,0,0,3,22,780
"0.08, 0.13",1,3,0,0,3,23,680
"0.08, 0.14",1,2,0,0,3,28,1070
"0.08, 0.15",1,3,0,0,3,24,1120
"0.08, 0.16",1,2,0,0,3,31,1190
"0.08, 0.17",1,2,0,0,3,25,1240
"0.08, 0.18",1,2,0,0,3,25,1120
"0.08, 0.19",1,2,0,0,3,25,1200
"0.08, 0.20",1,3,0,0,3,23,1440
"0.08, 0.21",1,2,0,0,3,45,680
"0.08, 0.22",1,2,0,0,3,45,680
"0.08, 0.23",1,2,0,0,3,45,680
"0.08, 0.24",1,2,0,0,3,45,680
"0.08, 0.25",1,2,0,0,3,45,680
"0.08, 0.26",1,2,0,0,3,45,680
"0.08, 0.27",1,2,0,0,3,45,680
"0.08, 0.28",1,3,0,0,3,26,1290
"0.08, 0.29",1,2,0,0,3,48,670
"0.08, 0.30",1,2,0,0,3,51,760
"0.08, 0.31",1,2,0,0,3,48,930
"0.08, 0.32",1,2,0,0,3,53,720
"0.08, 0.33",1,3,0,0,3,51,1190
"0.08, 0.34",1,2,0,0,3,55,710
"0.08, 0.35",1,2,0,0,3,55,720
"0.08, 0.36",1,2,0,0,3,56,710
"0.08, 0.37",1,2,0,0,3,60,610
"0.08, 0.38",1,2,0,0,3,60,610
"0.08, 0.39",1,2,0,0,3,60,610
"0.08, 0.40",1,2,0,0,3,60,610
"0.09, 0.00",1,3,0,0,3,20,690
"0.09, 0.01",1,3,0,0,3,18,820
"0.09, 0.02",1,3,0,0,3,18,740
"0.09, 0.03",1,3,0,0,3,20,690
"0.09, 0.04",1,3,0,0,3,21,650
"0.09, 0.05",1,2,0,0,3,24,720
"0.09, 0.06",1,3,0,0,3,19,1070
"0.09, 0.07",1,3,0,0,3,22,730
"0.09, 0.08",1,3,0,0,3,21,720
"0.09, 0.09",1,3,0,0,3,23,710
"0.09, 0.10",1,2,0,0,3,28,930
"0.09, 0.11",1,2,0,0,3,29,910
"0.09, 0.12",1,2,0,0,3,26,780
"0.09, 0.13",1,2,0,0,3,31,810
"0.09, 0.14",1,2,1,0,3,24,690
"0.09, 0.15",1,2,0,0,3,25,1130
"0.09, 0.16",1,2,0,0,3,38,680
"0.09, 0.17",1,2,0,0,3,38,680
"0.09, 0.18",1,2,0,0,3,38,680
"0.09, 0.19",1,2,0,0,3,38,700
"0.09, 0.20",1,2,0,0,3,38,680
"0.09, 0.21",1,2,0,0,3,38,680
"0.09, 0.22",1,2,0,0,3,38,680
"0.09, 0.23",1,2,0,0,3,38,680
"0.09, 0.24",1,2,0,0,3,42,670
"0.09, 0.25",1,2,0,0,3,42,670
"0.09, 0.26",1,2,0,0,3,44,740
"0.09, 0.27",1,2,0,0,3,45,750
"0.09, 0.28",1,2,0,0,3,48,770
"0.09, 0.29",1,2,0,0,3,46,1050
"0.09, 0.30",1,2,0,0,3,51,760
"0.09, 0.31",1,2,0,0,3,50,770
"0.09, 0.32",1,2,0,0,3,53,720
"0.09, 0.33",1,2,0,0,3,53,720
"0.09, 0.34",1,2,0,0,3,54,660
"0.09, 0.35",1,2,0,0,3,55,710
"0.09, 0.36",1,2,0,0,3,55,720
"0.09, 0.37",1,2,0,0,3,56,710
"0.09, 0.38",1,2,0,0,3,60,610
"0.09, 0.39",1,2,0,0,3,60,610
"0.09, 0.40",1,2,0,0,3,60,610
"0.10, 0.00",1,3,0,0,3,18,930
"0.10, 0.01",1,3,0,0,3,18,680
"0.10, 0.02",1,3,0,0,3,18,710
"0.10, 0.03",1,3,0,0,3,19,720
"0.10, 0.04",1,3,0,0,3,21,670
"0.10, 0.05",1,2,0,0,3,22,820
"0.10, 0.06",1,3,0,0,3,23,610
"0.10, 0.07",1,3,0,0,3,22,710
"0.10, 0.08",1,3,0,0,3,22,710
"0.10, 0.09",1,3,0,0,3,24,590
"0.10, 0.10",1,3,0,0,3,22,710
"0.10, 0.11",1,3,0,0,3,22,710
"0.10, 0.12",1,2,1,0,3,27,790
"0.10, 0.13",1,3,0,0,3,22,710
"0.10, 0.14",1,2,0,0,3,25,1070
"0.10, 0.15",1,2,1,0,3,25,740
"0.10, 0.16",1,2,0,0,3,26,1070
"0.10, 0.17",1,2,0,0,3,38,680
"0.10, 0.18",1,2,0,0,3,38,680
"0.10, 0.19",1,2,0,0,3,38,680
"0.10, 0.20",1,2,0,0,3,38,680
"0.10, 0.21",1,2,0,0,3,38,680
"0.10, 0.22",1,2,0,0,3,38,680
"0.10, 0.23",1,2,0,0,3,38,680
"0.10, 0.24",1,2,0,0,3,42,670
"0.10, 0.25",1,2,0,0,3,42,670
"0.10, 0.26",1,2,0,0,3,42,670
"0.10, 0.27",1,2,0,0,3,44,740
"0.10, 0.28",1,2,0,0,3,48,770
"0.10, 0.29",1,2,0,0,3,46,780
"0.10, 0.30",1,2,0,0,3,51,710
"0.10, 0.31",1,2,0,0,3,49,770
"0.10, 0.32",1,2,0,0,3,52,720
"0.10, 0.33",1,2,0,0,3,53,720
"0.10, 0.34",1,2,0,0,3,53,720
"0.10, 0.35",1,2,0,0,3,54,710
"0.10, 0.36",1,2,0,0,3,60,490
"0.10, 0.37",1,2,0,0,3,60,490
"0.10, 0.38",1,2,0,0,3,60,490
"0.10, 0.39",1,2,0,0,3,60,490
"0.10, 0.40",1,2,0,0,3,60,490
"0.11, 0.00",1,3,0,0,3,20,680
"0.11, 0.01",1,3,0,0,3,19,670
"0.11, 0.02",1,3,0,0,3,21,730
"0.11, 0.03",1,3,0,0,3,20,730
"0.11, 0.04",1,3,0,0,3,19,620
"0.11, 0.05",1,3,0,0,3,19,620
"0.11, 0.06",1,3,0,0,3,19,640
"0.11, 0.07",1,3,0,0,3,26,1120
"0.11, 0.08",1,2,0,0,3,24,560
"0.11, 0.09",1,2,0,0,3,24,560
"0.11, 0.10",1,2,0,0,3,24,560
"0.11, 0.11",1,2,0,0,3,24,560
"0.11, 0.12",1,2,0,0,3,24,560
"0.11, 0.13",1,2,0,0,3,24,560
"0.11, 0.14",1,2,1,0,3,28,740
"0.11, 0.15",1,2,1,0,3,27,790
"0.11, 0.16",1,2,1,0,3,27,790
"0.11, 0.17",1,2,1,0,3,27,790
"0.11, 0.18",1,2,0,0,3,38,680
"0.11, 0.19",1,2,0,0,3,38,680
"0.11, 0.20",1,2,0,0,3,38,680
"0.11, 0.21",1,2,0,0,3,38,680
"0.11, 0.22",1,2,0,0,3,38,680
"0.11, 0.23",1,2,0,0,3,38,680
"0.11, 0.24",1,2,0,0,3,42,670
"0.11, 0.25",1,2,0,0,3,42,670
"0.11, 0.26",1,2,0,0,3,42,670
"0.11, 0.27",1,2,0,0,3,42,670
"0.11, 0.28",1,2,0,0,3,50,710
"0.11, 0.29",1,2,0,0,3,48,770
"0.11, 0.30",1,2,0,0,3,48,770
"0.11, 0.31",1,2,0,0,3,51,710
"0.11, 0.32",1,2,0,0,3,52,700
"0.11, 0.33",1,2,0,0,3,51,730
"0.11, 0.34",1,2,0,0,3,53,720
"0.11, 0.35",1,2,0,0,3,55,590
"0.11, 0.36",1,2,0,0,3,55,600
"0.11, 0.37",1,2,0,0,3,60,490
"0.11, 0.38",1,2,0,0,3,60,490
"0.11, 0.39",1,2,0,0,3,60,490
"0.11, 0.40",1,2,0,0,3,60,490
"0.12, 0.00",1,3,0,0,3,18,930
"0.12, 0.01",1,3,0,0,3,21,660
"0.12, 0.02",1,3,0,0,3,21,660
"0.12, 0.03",1,3,0,0,3,21,730
"0.12, 0.04",1,3,0,0,3,20,600
"0.12, 0.05",1,3,0,0,3,20,600
"0.12, 0.06",1,2,0,0,3,23,730
"0.12, 0.07",1,3,0,0,3,28,1060
"0.12, 0.08",1,2,0,0,3,24,540
"0.12, 0.09",1,2,0,0,3,24,540
"0.12, 0.10",1,2,0,0,3,24,540
"0.12, 0.11",1,2,0,0,3,24,540
"0.12, 0.12",1,2,0,0,3,24,540
"0.12, 0.13",1,2,0,0,3,24,540
"0.12, 0.14",1,2,1,0,3,28,740
"0.12, 0.15",1,2,1,0,3,30,730
"0.12, 0.16",1,3,0,0,3,18,580
"0.12, 0.17",1,2,0,0,3,28,1030
"0.12, 0.18",1,2,0,0,3,28,1070
"0.12, 0.19",1,2,0,0,3,38,680
"0.12, 0.20",1,2,0,0,3,38,680
"0.12, 0.21",1,2,0,0,3,38,680
"0.12, 0.22",1,2,0,0,3,38,680
"0.12, 0.23",1,2,0,0,3,40,750
"0.12, 0.24",1,2,0,0,3,42,670
"0.12, 0.25",1,2,0,0,3,37,830
"0.12, 0.26",1,2,0,0,3,45,750
"0.12, 0.27",1,2,0,0,3,46,760
"0.12, 0.28",1,2,0,0,3,42,670
"0.12, 0.29",1,2,0,0,3,50,710
"0.12, 0.30",1,2,0,0,3,48,770
"0.12, 0.31",1,2,0,0,3,49,650
"0.12, 0.32",1,2,0,0,3,51,710
"0.12, 0.33",1,2,0,0,3,52,700
"0.12, 0.34",1,2,0,0,3,53,600
"0.12, 0.35",1,2,0,0,3,54,590
"0.12, 0.36",1,2,0,0,3,55,590
"0.12, 0.37",1,2,0,0,3,55,600
"0.12, 0.38",1,2,0,0,3,60,490
"0.12, 0.39",1,2,0,0,3,60,490
"0.12, 0.40",1,2,0,0,3,60,490
"0.13, 0.00",1,3,0,0,3,20,760
"0.13, 0.01",1,3,0,0,3,21,630
"0.13, 0.02",1,3,0,0,3,20,600
"0.13, 0.03",1,3,0,0,3,20,600
"0.13, 0.04",1,3,0,0,3,20,620
"0.13, 0.05",1,3,0,0,3,20,620
"0.13, 0.06",1,2,0,0,3,23,570
"0.13, 0.07",1,3,0,0,3,20,600
"0.13, 0.08",1,2,0,0,3,24,700
"0.13, 0.09",1,2,0,0,3,24,700
"0.13, 0.10",1,2,0,0,3,24,700
"0.13, 0.11",1,2,0,0,3,24,700
"0.13, 0.12",1,2,0,0,3,24,540
"0.13, 0.13",1,2,0,0,3,32,830
"0.13, 0.14",1,2,1,0,3,29,700
"0.13, 0.15",1,2,1,0,3,29,700
"0.13, 0.16",1,3,0,0,3,20,620
"0.13, 0.17",1,2,1,0,3,30,730
"0.13, 0.18",1,2,1,0,3,30,730
"0.13, 0.19",1,2,1,0,3,30,730
"0.13, 0.20",1,2,0,0,3,38,560
"0.13, 0.21",1,2,1,0,3,30,730
"0.13, 0.22",1,2,0,0,3,40,630
"0.13, 0.23",1,2,0,0,3,38,560
"0.13, 0.24",1,2,0,0,3,42,550
"0.13, 0.25",1,2,0,0,3,42,550
"0.13, 0.26",1,2,0,0,3,42,550
"0.13, 0.27",1,2,0,0,3,24,700
"0.13, 0.28",1,2,0,0,3,42,550
"0.13, 0.29",1,2,0,0,3,46,620
"0.13, 0.30",1,2,0,0,3,47,610
"0.13, 0.31",1,2,0,0,3,47,610
"0.13, 0.32",1,2,0,0,3,51,710
"0.13, 0.33",1,2,0,0,3,54,540
"0.13, 0.34",1,2,0,0,3,54,540
"0.13, 0.35",1,2,0,0,3,53,600
"0.13, 0.36",1,2,0,0,3,54,590
"0.13, 0.37",1,2,0,0,3,55,590
"0.13, 0.38",1,2,0,0,3,55,600
"0.13, 0.39",1,2,0,0,3,60,490
"0.13, 0.40",1,2,0,0,3,60,490
"0.14, 0.00",1,3,0,0,3,19,630
