0, 80, 52, 68, 84, 51, 90, 90, 90
1, 74, 50, 57, 76, 50, 90, 90, 90
2, 67, 50, 50, 73, 50, 90, 90, 90
3, 63, 50, 50, 72, 50, 90, 90, 90
4, 66, 50, 50, 70, 50, 90, 90, 90
5, 65, 50, 50, 71, 50, 90, 90, 90
6, 64, 50, 50, 71, 50, 90, 90, 90
7, 64, 50, 50, 71, 50, 90, 90, 90
8, 64, 50, 50, 71, 50, 90, 90, 90
9, 64, 50, 50, 71, 50, 90, 90, 90
10, 64, 50, 50, 71, 50, 90, 90, 90
11, 64, 50, 50, 71, 50, 90, 90, 90
12, 64, 50, 50, 71, 50, 90, 90, 90
13, 64, 50, 50, 71, 50, 90, 90, 90
14, 64, 50, 50, 71, 50, 90, 90, 90
15, 64, 50, 50, 71, 50, 90, 90, 90
16, 64, 50, 50, 71, 50, 90, 90, 90
17, 64, 50, 50, 71, 50, 90, 90, 90
18, 64, 50, 50, 71, 50, 90, 90, 90
19, 64, 50, 50, 71, 50, 90, 90, 90
20, 64, 50, 50, 71, 50, 90, 90, 90
21, 64, 50, 50, 71, 50, 90, 90, 90
22, 64, 50, 50, 71, 50, 90, 90, 90
23, 64, 50, 50, 71, 50, 90, 90, 90
24, 64, 50, 50, 71, 50, 90, 90, 90
25, 64, 50, 50, 71, 50, 90, 90, 90
26, 64, 50, 50, 71, 50, 90, 90, 90
27, 64, 50, 50, 71, 50, 90, 90, 90
28, 64, 50, 50, 71, 50, 90, 90, 90
29, 64, 50, 50, 71, 50, 90, 90, 90
30, 64, 50, 50, 71, 50, 90, 90, 90
31, 64, 50, 50, 71, 50, 90, 90, 90
32, 64, 50, 50, 71, 50, 90, 90, 90
33, 64, 50, 50, 71, 50, 90, 90, 90
34, 64, 50, 50, 71, 50, 90, 90, 90
35, 64, 50, 50, 71, 50, 90, 90, 90
36, 64, 50, 50, 71, 50, 90, 90, 90
37, 64, 50, 50, 71, 50, 90, 90, 90
38, 64, 50, 50, 71, 50, 90, 90, 90
39, 64, 50, 50, 71, 50, 90, 90, 90
40, 64, 50, 50, 71, 50, 90, 90, 90
41, 64, 50, 50, 71, 50, 90, 90, 90
42, 64, 50, 50, 71, 50, 90, 90, 90
43, 64, 50, 50, 71, 50, 90, 90, 90
44, 64, 50, 50, 71, 50, 90, 90, 90
45, 64, 50, 50, 71, 50, 90, 90, 90
46, 64, 50, 50, 71, 50, 90, 90, 90
47, 64, 50, 50, 71, 50, 90, 90, 90
48, 64, 50, 50, 71, 50, 90, 90, 90
49, 64, 50, 50, 71, 50, 90, 90, 90
50, 64, 50, 50, 71, 50, 90, 90, 90
51, 64, 50, 50, 71, 50, 90, 90, 90
52, 64, 50, 50, 71, 50, 90, 90, 90
53, 64, 50, 50, 71, 50, 90, 90, 90
54, 64, 50, 50, 71, 50, 90, 90, 90
55, 64, 50, 50, 71, 50, 90, 90, 90
56, 64, 50, 50, 71, 50, 90, 90, 90
57, 64, 50, 50, 71, 50, 90, 90, 90
